,brand,year,selling_price,km_driven,fuel,seller_type,transmission,owner,mileage,engine,max_power,seats
3185,Hyundai,2018,570000,20000,Petrol,Individual,Manual,1,18.9,1197.0,81.86,5.0
3186,Hyundai,2017,455000,50000,Diesel,Individual,Manual,1,24.0,1186.0,73.97,5.0
3187,Hyundai,2013,165000,45000,Petrol,Individual,Manual,2,21.1,814.0,55.2,5.0
3188,Honda,2016,925000,22000,Petrol,Individual,Manual,1,17.8,1497.0,117.3,5.0
3189,Tata,2014,215000,100000,Diesel,Individual,Manual,2,25.0,1396.0,69.01,5.0
3190,Maruti,2016,470000,23700,Petrol,Individual,Manual,1,20.4,1197.0,81.8,5.0
3191,Maruti,2016,470000,23700,Petrol,Individual,Manual,1,20.4,1197.0,81.8,5.0
3192,Maruti,2017,650000,60000,Diesel,Individual,Manual,1,28.09,1248.0,88.5,5.0
3193,Renault,2017,900000,50000,Diesel,Individual,Manual,1,20.37,1461.0,108.45,5.0
3194,Ford,2011,325000,53287,Petrol,Dealer,Manual,1,,,,
3195,Ford,2009,190000,100000,Diesel,Individual,Manual,2,17.8,1399.0,67.0,5.0
3196,Hyundai,2017,715000,60000,Diesel,Individual,Manual,1,21.19,1396.0,88.73,5.0
3197,Tata,2013,227999,60000,Diesel,Individual,Manual,2,25.0,1396.0,69.01,5.0
3198,Tata,2017,450000,50000,Diesel,Individual,Manual,1,22.95,1248.0,74.0,5.0
3199,Chevrolet,2015,200000,40000,Diesel,Individual,Manual,1,25.44,936.0,56.3,5.0
3201,Maruti,2016,725000,110000,Diesel,Individual,Manual,1,24.52,1248.0,88.5,7.0
3202,Ford,2014,300000,80000,Diesel,Individual,Manual,1,20.0,1399.0,68.05,5.0
3203,Toyota,2016,1151000,69500,Diesel,Individual,Manual,2,12.99,2494.0,100.6,8.0
3204,Datsun,2014,225000,33000,Petrol,Individual,Manual,1,20.63,1198.0,67.0,5.0
3205,Hyundai,2016,380000,80000,Petrol,Individual,Manual,1,19.81,1086.0,68.05,5.0
3206,Hyundai,2019,630000,5000,Petrol,Individual,Manual,1,18.6,1197.0,81.86,5.0
3207,Hyundai,2014,351000,25000,Petrol,Individual,Manual,1,20.36,1197.0,78.9,5.0
3208,Skoda,2012,199000,50000,Diesel,Individual,Manual,2,20.86,1199.0,75.0,5.0
3209,Tata,2017,850000,50000,Diesel,Individual,Manual,1,17.6,2179.0,147.94,7.0
3210,Tata,2010,105000,120000,Diesel,Individual,Manual,2,18.0,1248.0,75.0,5.0
3211,Tata,2010,300000,120000,Diesel,Individual,Manual,3,18.8,1248.0,90.0,5.0
3212,Toyota,2016,950000,80000,Diesel,Individual,Manual,1,12.99,2494.0,100.6,7.0
3213,Mahindra,2015,430000,110000,Diesel,Individual,Manual,2,18.49,1493.0,100.0,7.0
3214,Ford,2016,2100000,80000,Diesel,Individual,Automatic,1,10.91,3198.0,197.0,7.0
3215,Hyundai,2018,540000,30000,Diesel,Individual,Manual,1,24.0,1186.0,73.97,5.0
3217,Hyundai,2018,1150000,44000,Diesel,Individual,Automatic,1,17.01,1582.0,126.2,5.0
3218,Maruti,2020,350000,5000,Petrol,Individual,Manual,1,22.05,796.0,47.3,5.0
3219,Hyundai,2019,690000,18000,Petrol,Individual,Manual,1,18.6,1197.0,81.86,5.0
3220,Hyundai,2015,535000,80000,Diesel,Individual,Manual,1,22.54,1396.0,88.73,5.0
3221,Maruti,2016,730000,100000,Diesel,Individual,Manual,1,24.3,1248.0,88.5,5.0
3222,Hyundai,2016,280000,19000,Petrol,Individual,Manual,1,21.1,814.0,55.2,5.0
3223,Maruti,2019,650000,33000,Petrol,Individual,Automatic,1,21.21,1197.0,81.8,5.0
3224,Toyota,2012,520000,162000,Diesel,Individual,Manual,4,12.8,2494.0,102.0,7.0
3225,Hyundai,2020,360000,65000,Petrol,Individual,Manual,2,20.14,1197.0,81.86,5.0
3226,Maruti,2011,250000,170000,Diesel,Individual,Manual,1,19.3,1248.0,73.9,5.0
3227,Volkswagen,2017,575000,40000,Diesel,Individual,Manual,1,21.66,1498.0,108.62,5.0
3228,Tata,2012,170000,120000,Diesel,Individual,Manual,3,19.09,1396.0,69.0,5.0
3229,Maruti,2017,711000,53000,Diesel,Individual,Manual,1,24.3,1248.0,88.5,5.0
3230,Maruti,2013,250000,90000,Petrol,Individual,Manual,1,18.9,998.0,67.1,5.0
3231,Maruti,2017,675000,35000,Diesel,Individual,Manual,1,26.59,1248.0,74.0,5.0
3232,Maruti,2016,325000,50000,Petrol,Individual,Manual,1,20.51,998.0,67.04,5.0
3233,Maruti,2016,250000,20000,Petrol,Individual,Manual,1,22.74,796.0,47.3,5.0
3234,Maruti,2019,740000,38000,Diesel,Individual,Automatic,1,28.4,1248.0,74.0,5.0
3235,Honda,2019,690000,1303,Petrol,Dealer,Manual,1,17.8,1198.0,86.7,5.0
3236,Audi,2018,3975000,31800,Diesel,Dealer,Automatic,1,17.01,1968.0,188.0,5.0
3237,Lexus,2019,5150000,20000,Petrol,Dealer,Automatic,1,22.37,2487.0,214.56,5.0
3238,Jaguar,2017,3200000,45000,Diesel,Dealer,Automatic,1,19.33,1999.0,177.0,5.0
3239,Jeep,2017,4100000,17000,Petrol,Individual,Automatic,1,9.5,3604.0,280.0,5.0
3240,Land,2019,4500000,21000,Diesel,Dealer,Automatic,1,12.83,1999.0,148.31,7.0
3241,BMW,2018,3790000,29500,Diesel,Dealer,Automatic,1,22.48,1995.0,187.74,5.0
3242,Honda,2017,1750000,73000,Petrol,Dealer,Automatic,1,12.0,2354.0,187.4,5.0
3243,Skoda,2018,1864999,50000,Petrol,Dealer,Automatic,1,14.67,1798.0,177.46,5.0
3244,Maruti,2017,800000,28050,Diesel,Dealer,Manual,1,28.09,1248.0,88.5,5.0
3245,Honda,2017,1825000,58000,Petrol,Dealer,Automatic,1,12.0,2354.0,187.4,5.0
3246,Tata,2017,1295000,58000,Diesel,Dealer,Automatic,1,17.6,2179.0,153.86,7.0
3247,Renault,2014,425000,69000,Diesel,Dealer,Manual,1,19.87,1461.0,83.8,5.0
3248,Mercedes-Benz,2016,4090000,70000,Diesel,Dealer,Automatic,1,12.0,2987.0,224.0,7.0
3249,Hyundai,2015,910000,40000,Diesel,Dealer,Automatic,1,17.6,1582.0,126.2,5.0
3250,Toyota,2013,625000,39000,Petrol,Dealer,Automatic,1,14.28,1798.0,138.03,5.0
3251,Volvo,2018,3400000,22000,Diesel,Dealer,Automatic,1,18.0,1969.0,190.0,5.0
3252,Maruti,2015,535000,40000,Diesel,Dealer,Manual,1,26.21,1248.0,88.5,5.0
3253,Mahindra,2011,325000,142000,Diesel,Individual,Manual,1,15.96,2523.0,62.1,7.0
3254,Maruti,2016,500000,22947,Petrol,Individual,Manual,1,20.4,1197.0,81.8,5.0
3255,Hyundai,2013,300000,30000,Petrol,Individual,Manual,2,20.36,1197.0,78.9,5.0
3256,Hyundai,2016,270000,7672,Petrol,Individual,Manual,1,21.1,814.0,55.2,5.0
3257,Maruti,2010,160000,36659,Petrol,Individual,Manual,1,19.7,796.0,46.3,5.0
3258,Maruti,2016,210000,60000,Petrol,Individual,Manual,1,16.8,796.0,34.2,8.0
3259,Mahindra,2014,850000,120000,Diesel,Individual,Manual,1,15.1,2179.0,140.0,7.0
3260,Mahindra,2014,880000,120000,Diesel,Individual,Manual,1,15.1,2179.0,140.0,7.0
3261,Maruti,2010,150000,39000,Petrol,Individual,Manual,1,16.9,1061.0,64.9,5.0
3262,Mahindra,2015,775000,45000,Diesel,Individual,Automatic,1,18.49,1493.0,100.0,7.0
3263,Maruti,2009,160000,70000,Petrol,Individual,Manual,3,19.7,796.0,46.3,5.0
3264,Ford,2012,220000,100000,Diesel,Individual,Manual,2,20.0,1399.0,68.0,5.0
3265,Hyundai,2017,670000,48000,Diesel,Individual,Manual,1,22.54,1396.0,88.73,5.0
3266,Hyundai,2018,780000,35000,Diesel,Individual,Manual,1,22.54,1396.0,88.73,5.0
3267,Maruti,2017,515000,23000,Petrol,Individual,Manual,1,21.4,1197.0,83.1,5.0
3268,Hyundai,2017,800000,14000,Diesel,Individual,Manual,1,22.54,1396.0,88.73,5.0
3269,Hyundai,2017,800000,14000,Diesel,Individual,Manual,1,22.54,1396.0,88.73,5.0
3270,Mahindra,2014,850000,60000,Diesel,Individual,Manual,1,15.1,2179.0,140.0,7.0
3271,Hyundai,2013,200000,60000,Petrol,Individual,Manual,2,21.1,814.0,55.2,5.0
3272,Skoda,2008,140000,150000,Diesel,Individual,Manual,3,19.4,1422.0,70.0,5.0
3273,Hyundai,2016,800000,80000,Petrol,Individual,Automatic,2,17.01,1591.0,121.3,5.0
3274,Maruti,2013,250000,35000,Petrol,Individual,Manual,1,20.92,998.0,67.1,5.0
3275,Maruti,2017,800000,44500,Diesel,Individual,Manual,1,25.1,1248.0,88.5,5.0
3276,Maruti,2015,600000,60000,Diesel,Individual,Manual,3,26.21,1248.0,88.5,5.0
3277,Renault,2012,250000,120000,Diesel,Individual,Manual,3,21.8,1461.0,78.0,5.0
3278,Honda,2016,500000,80000,Diesel,Individual,Manual,2,25.8,1498.0,98.6,5.0
3279,Maruti,2019,750000,9900,Petrol,Individual,Manual,1,11.96,1298.0,80.0,8.0
3280,Maruti,2014,650000,68000,Diesel,Individual,Manual,1,22.9,1248.0,74.0,5.0
3281,Toyota,2012,350000,40000,Petrol,Individual,Manual,3,,,,
3282,Honda,2016,950000,60000,Diesel,Individual,Manual,1,21.9,1498.0,98.6,7.0
3283,Chevrolet,2015,580000,110000,Diesel,Individual,Manual,2,13.58,2499.0,72.4,10.0
3284,Hyundai,2019,640000,10000,Petrol,Individual,Manual,1,18.9,1197.0,81.86,5.0
3285,Mahindra,2014,800000,80000,Diesel,Individual,Automatic,1,11.79,2179.0,120.0,8.0
3286,Maruti,2011,347000,30000,Petrol,Individual,Manual,1,19.0,998.0,66.1,5.0
3287,Mahindra,2014,1000000,120000,Diesel,Individual,Manual,3,15.1,2179.0,140.0,7.0
3288,Hyundai,2016,300000,35000,Petrol,Individual,Manual,1,21.1,814.0,55.2,5.0
3289,Tata,2017,493000,40000,Petrol,Individual,Manual,1,20.3,1199.0,84.0,5.0
3290,Hyundai,2014,370000,60000,Petrol,Individual,Manual,1,18.9,1197.0,82.0,5.0
3291,Maruti,2008,250000,90000,Diesel,Individual,Manual,4,19.3,1248.0,73.9,5.0
3292,Datsun,2017,300000,20000,Petrol,Individual,Manual,1,22.5,999.0,67.0,5.0
3293,Renault,2017,450000,40000,Petrol,Individual,Automatic,1,24.04,999.0,67.0,5.0
3294,Ford,2010,185000,124316,Diesel,Dealer,Manual,2,20.0,1399.0,68.0,5.0
3295,Mahindra,2019,1225000,6544,Diesel,Individual,Manual,1,20.0,1497.0,115.0,5.0
3296,Toyota,2015,1000000,50000,Diesel,Individual,Manual,1,12.99,2494.0,100.6,8.0
3297,Hyundai,2016,600000,10000,Petrol,Individual,Manual,1,18.6,1197.0,81.83,5.0
3298,Mahindra,2018,1100000,50000,Diesel,Individual,Manual,1,15.1,2179.0,152.87,7.0
3299,Hyundai,2015,360000,30000,Petrol,Individual,Manual,2,18.9,1197.0,81.86,5.0
3300,Maruti,2012,285000,69000,Petrol,Individual,Manual,1,17.5,1298.0,85.8,5.0
3301,Mahindra,2016,350000,49600,Diesel,Individual,Manual,2,25.32,1198.0,77.0,6.0
3302,Hyundai,2008,130000,30000,Petrol,Individual,Manual,2,19.81,1086.0,68.05,5.0
3303,Chevrolet,2016,500000,198000,Diesel,Individual,Manual,1,18.2,1248.0,73.74,8.0
3304,Hyundai,2010,350000,80000,Petrol,Individual,Manual,1,17.0,1197.0,80.0,5.0
3305,Maruti,2019,685000,19000,Petrol,Individual,Automatic,1,21.4,1197.0,83.1,5.0
3307,Hyundai,2017,525000,10000,Petrol,Individual,Manual,1,18.9,1197.0,81.86,5.0
3308,Maruti,2017,765000,40000,Petrol,Individual,Manual,1,17.5,1373.0,91.1,7.0
3309,Maruti,2012,450000,97000,Diesel,Individual,Manual,3,22.9,1248.0,74.0,5.0
3310,Tata,1999,78000,80000,Diesel,Individual,Manual,3,,,,
3311,Nissan,2014,390000,30000,Petrol,Individual,Manual,1,19.69,1198.0,67.04,5.0
3312,Maruti,2017,940000,120000,Diesel,Individual,Manual,1,24.52,1248.0,88.5,7.0
3313,Renault,2013,650000,120000,Diesel,Individual,Manual,2,19.01,1461.0,108.45,5.0
3314,Ford,2012,320000,103994,Diesel,Individual,Manual,4,20.0,1399.0,68.0,5.0
3315,Toyota,2003,145000,70000,Petrol,Individual,Manual,2,13.4,1794.0,125.0,5.0
3316,Ford,2017,670000,70000,Diesel,Individual,Manual,1,25.83,1498.0,99.0,5.0
3317,Maruti,2011,350000,115000,Diesel,Individual,Manual,4,21.5,1248.0,88.8,5.0
3318,Tata,2012,285000,178000,Diesel,Individual,Manual,2,22.3,1248.0,74.0,5.0
3319,Maruti,2011,300000,40000,Petrol,Individual,Manual,3,19.0,998.0,67.1,5.0
3320,Ford,2011,300000,80000,Diesel,Individual,Manual,1,20.0,1399.0,68.0,5.0
3321,Audi,2009,810000,98000,Diesel,Individual,Automatic,4,12.07,2967.0,241.4,7.0
3322,Tata,2009,90000,118000,Diesel,Individual,Manual,2,16.8,1405.0,62.0,5.0
3323,Maruti,2004,100000,100000,Petrol,Individual,Manual,2,19.7,796.0,46.3,5.0
3324,Tata,2009,90000,120000,Diesel,Individual,Manual,2,17.88,1396.0,52.8,5.0
3325,Mahindra,2013,459999,120000,Diesel,Individual,Manual,2,13.5,2609.0,115.0,5.0
3326,Toyota,2009,525000,217000,Diesel,Individual,Manual,4,12.8,2494.0,102.0,8.0
3327,Maruti,2011,250000,65000,Petrol,Individual,Manual,2,18.9,998.0,67.1,5.0
3328,Hyundai,2012,300000,41000,Petrol,Individual,Manual,2,20.36,1197.0,78.9,5.0
3329,Maruti,2005,130000,120000,Petrol,Individual,Manual,2,16.1,1298.0,88.2,5.0
3330,Maruti,2011,199000,70000,Petrol,Individual,Manual,3,20.92,998.0,67.1,5.0
3331,Renault,2012,545000,90000,Diesel,Individual,Manual,2,20.46,1461.0,83.8,5.0
3332,Maruti,2014,570000,80000,Diesel,Individual,Manual,2,20.77,1248.0,88.8,7.0
3333,Honda,2006,150000,120000,Petrol,Individual,Manual,2,16.9,1497.0,100.0,5.0
3334,Maruti,2009,114999,100000,Petrol,Individual,Manual,1,19.7,796.0,46.3,5.0
3335,Tata,2018,450000,35000,Petrol,Individual,Manual,1,20.3,1199.0,84.0,5.0
3336,Renault,2019,600000,5000,Petrol,Individual,Manual,1,20.0,999.0,72.0,7.0
3337,Maruti,2016,610000,110000,Diesel,Individual,Manual,1,24.3,1248.0,88.5,5.0
3338,Hyundai,2017,690000,20000,Petrol,Individual,Manual,1,18.6,1197.0,81.83,5.0
3339,Tata,2018,790000,15000,Petrol,Individual,Manual,1,17.0,1198.0,108.5,5.0
3340,Maruti,2014,254999,40000,Petrol,Individual,Manual,2,20.92,998.0,67.1,5.0
3341,Honda,2016,500000,41000,Petrol,Individual,Manual,1,18.7,1199.0,88.7,5.0
3342,Mahindra,2011,340000,100000,Diesel,Individual,Manual,2,13.6,2523.0,63.0,7.0
3343,Mahindra,2007,245000,110000,Diesel,Individual,Manual,3,13.6,2523.0,63.0,7.0
3344,Ford,2012,340000,120000,Diesel,Individual,Manual,3,17.8,1399.0,67.0,5.0
3345,Maruti,2008,221000,35008,Petrol,Dealer,Manual,1,21.79,998.0,67.05,5.0
3346,Datsun,2017,270000,31100,Petrol,Dealer,Manual,1,22.7,799.0,53.64,5.0
3347,Hyundai,2014,455000,42312,Diesel,Dealer,Manual,1,24.4,1120.0,71.0,5.0
3348,Toyota,2011,300000,72000,Petrol,Dealer,Manual,1,17.6,1496.0,88.7,5.0
3349,Toyota,2014,480000,54891,Diesel,Dealer,Manual,1,23.59,1364.0,67.04,5.0
3350,Hyundai,2018,1000000,30000,Diesel,Individual,Automatic,1,22.0,1582.0,126.2,5.0
3351,BMW,2017,2600000,44000,Diesel,Dealer,Automatic,1,22.69,1995.0,190.0,5.0
3352,Toyota,2017,1850000,18890,Diesel,Dealer,Automatic,1,11.36,2755.0,171.5,7.0
3353,Renault,2013,1000000,75010,Diesel,Dealer,Automatic,1,13.73,1995.0,148.0,5.0
3354,Renault,2012,245000,100000,Diesel,Dealer,Manual,1,23.08,1461.0,63.1,5.0
3355,Hyundai,2019,625000,4337,Petrol,Dealer,Automatic,1,18.9,1197.0,82.0,5.0
3356,Volkswagen,2018,560000,14495,Petrol,Dealer,Manual,1,18.78,999.0,75.0,5.0
3357,Mahindra,2018,1475000,24000,Diesel,Dealer,Manual,1,15.1,2179.0,152.87,7.0
3358,Toyota,2010,425000,83585,Diesel,Dealer,Manual,1,21.43,1364.0,87.2,5.0
3359,Volkswagen,2014,550000,31000,Petrol,Dealer,Automatic,2,17.21,1197.0,103.6,5.0
3360,Toyota,2016,1475000,100000,Diesel,Dealer,Manual,1,13.68,2393.0,147.8,7.0
3361,Renault,2017,750000,48406,Diesel,Dealer,Manual,1,19.87,1461.0,83.8,5.0
3362,Hyundai,2016,570000,56239,Diesel,Dealer,Manual,1,22.54,1396.0,88.73,5.0
3363,Maruti,2015,585000,33243,Petrol,Dealer,Manual,1,21.4,1197.0,83.1,5.0
3364,Honda,2016,600000,26000,Petrol,Dealer,Automatic,1,19.0,1199.0,88.7,5.0
3365,Toyota,2012,415000,90000,Diesel,Individual,Manual,1,,,,
3366,Hyundai,2016,530000,120000,Petrol,Individual,Manual,2,17.19,1197.0,81.86,5.0
3367,Hyundai,2016,540000,38000,Petrol,Individual,Manual,1,18.6,1197.0,81.83,5.0
3368,Hyundai,2013,180000,60000,Petrol,Individual,Manual,1,21.1,814.0,55.2,5.0
3369,Maruti,2014,450000,30000,Petrol,Individual,Manual,1,19.1,1197.0,85.8,5.0
3370,Chevrolet,2015,200000,50000,Petrol,Individual,Manual,1,18.6,1199.0,76.8,5.0
3371,Tata,2017,425000,42000,Petrol,Individual,Manual,1,23.84,1199.0,84.0,5.0
3372,Chevrolet,2016,400000,30000,Petrol,Individual,Manual,1,18.2,1199.0,82.4,5.0
3373,Ford,2005,150000,15858,Petrol,Individual,Manual,1,13.8,1299.0,70.0,5.0
3374,Maruti,2017,310000,15000,Petrol,Individual,Manual,1,24.7,796.0,47.3,5.0
3375,Chevrolet,2014,500000,50000,Diesel,Individual,Manual,1,13.58,2499.0,72.4,9.0
3376,Chevrolet,2013,200000,60000,Diesel,Individual,Manual,2,25.44,936.0,57.6,5.0
3377,Renault,2018,900000,35000,Diesel,Individual,Manual,1,21.04,1461.0,83.8,7.0
3378,Ambassador,2000,75000,90000,Diesel,Individual,Manual,2,12.8,1489.0,35.5,5.0
3379,Maruti,2015,400000,50000,Petrol,Individual,Manual,1,20.4,1197.0,83.11,5.0
3380,Honda,2015,650000,110000,Diesel,Individual,Manual,1,24.5,1498.0,98.6,7.0
3381,Maruti,2015,480000,87847,Diesel,Dealer,Manual,1,28.4,1248.0,74.0,5.0
3382,Maruti,2009,140000,35000,Petrol,Individual,Manual,1,19.7,796.0,46.3,5.0
3383,Maruti,2018,550000,5000,Petrol,Individual,Manual,1,22.0,1197.0,81.8,5.0
3384,Maruti,2017,380000,29000,Petrol,Individual,Automatic,1,20.51,998.0,67.0,5.0
3385,Tata,2016,440000,20000,Diesel,Individual,Manual,1,19.09,1405.0,69.01,5.0
3386,Maruti,2018,630000,15000,Petrol,Individual,Manual,1,21.21,1197.0,81.8,5.0
3387,Renault,2017,250000,40000,Petrol,Individual,Manual,1,25.17,799.0,53.3,5.0
3388,Maruti,2009,120000,17000,Petrol,Individual,Manual,1,19.7,796.0,46.3,5.0
3389,Tata,2012,287000,120000,Diesel,Individual,Manual,1,21.12,1248.0,88.8,5.0
3390,Maruti,2016,550000,45000,Petrol,Individual,Manual,1,21.4,1197.0,83.1,5.0
3391,Mahindra,2016,950000,60000,Diesel,Individual,Manual,3,15.4,1997.0,120.0,7.0
3392,Tata,2019,1630000,25000,Diesel,Individual,Manual,1,17.0,1956.0,138.1,5.0
3393,Ford,2015,501000,80000,Diesel,Individual,Manual,2,25.01,1498.0,89.75,5.0
3394,Mahindra,2014,550000,70000,Diesel,Individual,Manual,1,15.96,2523.0,62.1,7.0
3395,Maruti,2016,300000,25000,Petrol,Individual,Manual,1,22.74,796.0,47.3,5.0
3396,Maruti,2015,300000,50000,Petrol,Individual,Manual,3,20.51,998.0,67.04,5.0
3397,Toyota,2012,280000,100000,Diesel,Individual,Manual,2,,,,
3398,Ford,2015,416000,40000,Petrol,Individual,Automatic,1,17.01,1499.0,110.4,5.0
3399,Maruti,2018,260000,30000,Petrol,Individual,Manual,1,16.8,796.0,34.2,8.0
3400,Chevrolet,2016,550000,15000,Petrol,Individual,Manual,1,18.2,1199.0,82.4,5.0
3401,Mahindra,2012,700000,100000,Diesel,Individual,Manual,2,15.1,2179.0,140.0,7.0
3402,Tata,2011,181000,70000,Petrol,Individual,Manual,1,15.64,1193.0,64.1,5.0
3403,Mahindra,2009,365000,110000,Diesel,Individual,Automatic,2,11.79,2179.0,120.0,8.0
3404,Hyundai,2006,150000,9558,Petrol,Individual,Manual,1,,,,
3405,Maruti,2017,400000,10000,Petrol,Individual,Automatic,1,23.95,998.0,67.1,5.0
3406,Hyundai,2010,210000,110000,Petrol,Individual,Manual,1,20.36,1197.0,78.9,5.0
3407,Hyundai,2013,500000,87000,Diesel,Individual,Manual,2,22.32,1582.0,126.32,5.0
3408,Jaguar,2017,2711000,9000,Diesel,Dealer,Automatic,1,13.6,1999.0,177.0,5.0
3409,Lexus,2019,5150000,20000,Petrol,Dealer,Automatic,1,22.37,2487.0,214.56,5.0
3410,Jaguar,2017,3200000,45000,Diesel,Dealer,Automatic,1,19.33,1999.0,177.0,5.0
3411,Tata,2015,503000,110000,Diesel,Individual,Manual,1,14.1,2179.0,147.94,7.0
3412,Volvo,2019,3800000,20000,Diesel,Individual,Automatic,1,18.0,1969.0,190.0,5.0
3413,Toyota,2016,2000000,68089,Petrol,Trustmark Dealer,Automatic,1,19.16,2494.0,157.7,5.0
3414,Maruti,2013,225000,58343,Petrol,Trustmark Dealer,Manual,1,21.79,998.0,67.05,5.0
3415,Maruti,2018,740000,38817,Diesel,Dealer,Manual,1,27.39,1248.0,74.0,5.0
3416,Honda,2016,550000,56494,Petrol,Trustmark Dealer,Manual,1,18.2,1199.0,88.7,5.0
3417,Toyota,2013,750000,79328,Diesel,Trustmark Dealer,Manual,2,12.99,2494.0,100.6,7.0
3418,Maruti,2019,650000,5621,Petrol,Trustmark Dealer,Automatic,1,22.0,1197.0,81.8,5.0
3419,Toyota,2017,625000,25538,Petrol,Trustmark Dealer,Manual,1,16.78,1496.0,88.73,5.0
3420,Maruti,2018,600000,69779,Petrol,Dealer,Automatic,1,22.0,1197.0,81.8,5.0
3421,Hyundai,2017,450000,56290,Diesel,Dealer,Manual,1,24.0,1186.0,73.97,5.0
3422,BMW,2019,5400000,7500,Diesel,Dealer,Automatic,1,16.78,1995.0,190.0,5.0
3423,BMW,2019,5500000,8500,Diesel,Dealer,Automatic,1,16.78,1995.0,190.0,5.0
3424,Honda,2019,779000,7032,Petrol,Trustmark Dealer,Automatic,1,19.0,1199.0,88.76,5.0
3425,Skoda,2016,645000,11000,Petrol,Dealer,Automatic,1,14.3,1598.0,103.5,5.0
3426,Volvo,2018,2475000,2000,Diesel,Dealer,Automatic,1,16.8,1984.0,150.0,5.0
3427,Maruti,2017,735000,70000,Diesel,Individual,Manual,1,27.39,1248.0,74.0,5.0
3428,Tata,2017,550000,120000,Petrol,Individual,Manual,1,17.57,1193.0,88.7,5.0
3429,Maruti,2013,509999,148000,Diesel,Individual,Manual,1,20.77,1248.0,88.8,7.0
3430,Hyundai,2013,459999,60000,Diesel,Individual,Manual,2,21.27,1396.0,88.76,5.0
3431,Maruti,2015,310000,18000,Petrol,Individual,Manual,1,22.74,796.0,47.3,5.0
3432,Tata,2018,775000,80000,Diesel,Individual,Manual,1,22.95,1248.0,74.0,5.0
3433,Maruti,2004,105000,96000,Petrol,Individual,Manual,3,19.7,796.0,46.3,5.0
3434,Honda,2015,430000,97000,Diesel,Individual,Manual,2,25.8,1498.0,98.6,5.0
3435,Hyundai,2013,360000,210000,Diesel,Individual,Manual,3,21.9,1396.0,88.76,5.0
3436,Volkswagen,2012,400000,60000,Diesel,Individual,Manual,3,20.5,1598.0,105.0,5.0
3437,Maruti,2014,600000,90000,Diesel,Individual,Manual,1,23.4,1248.0,74.0,5.0
3438,Honda,2019,580000,35000,Petrol,Individual,Manual,1,17.5,1199.0,88.7,5.0
3439,Mahindra,2012,140000,120000,Diesel,Individual,Manual,2,21.03,1461.0,65.0,5.0
3440,Tata,2008,210000,100000,Diesel,Individual,Manual,1,19.61,1405.0,70.0,5.0
3441,Hyundai,2017,550000,20000,Petrol,Individual,Manual,1,18.9,1197.0,82.0,5.0
3442,Chevrolet,2013,120000,110000,Petrol,Individual,Manual,2,18.2,1199.0,84.8,5.0
3443,Toyota,2013,400000,35000,Diesel,Individual,Manual,1,12.99,2494.0,100.6,7.0
3444,Honda,2018,1035000,15000,Diesel,Individual,Manual,1,25.5,1498.0,98.6,5.0
3445,Maruti,2015,625000,90000,Diesel,Individual,Manual,1,26.21,1248.0,88.5,5.0
3446,Hyundai,2008,200000,40000,Petrol,Individual,Manual,1,20.36,1197.0,78.9,5.0
3447,Tata,2013,316000,140000,Diesel,Individual,Manual,1,21.02,1248.0,88.76,5.0
3448,Maruti,2017,813000,110000,Diesel,Individual,Manual,1,24.3,1248.0,88.5,5.0
3449,Toyota,2016,1575000,55000,Diesel,Individual,Automatic,1,11.36,2755.0,171.5,7.0
3450,Toyota,2013,900000,73000,Diesel,Individual,Manual,1,12.99,2494.0,100.0,8.0
3451,Maruti,2015,650000,100000,Diesel,Individual,Manual,1,20.77,1248.0,88.76,7.0
3452,Ford,2015,459999,32000,Diesel,Individual,Manual,2,25.83,1498.0,99.0,5.0
3453,Nissan,2012,290000,112072,Diesel,Individual,Manual,1,21.64,1461.0,84.8,5.0
3454,Ford,2014,400000,30000,Diesel,Individual,Manual,1,20.0,1399.0,68.05,5.0
3455,Maruti,2016,565000,70000,Diesel,Individual,Manual,2,25.2,1248.0,74.0,5.0
3456,Volkswagen,2011,2150000,50000,Diesel,Individual,Manual,2,,,,
3457,Chevrolet,2009,150000,80000,Petrol,Individual,Manual,2,18.0,995.0,62.0,5.0
3458,BMW,2007,480000,110000,Diesel,Individual,Automatic,4,16.07,1995.0,181.0,5.0
3459,Maruti,2007,70000,80000,Petrol,Individual,Manual,2,18.2,1061.0,64.0,5.0
3460,Maruti,2007,70000,80000,Petrol,Individual,Manual,2,18.2,1061.0,64.0,5.0
3461,Mercedes-Benz,2011,1190000,80000,Petrol,Individual,Automatic,2,10.93,2497.0,204.0,5.0
3462,Hyundai,2006,140000,100000,Petrol,Individual,Manual,2,,,,
3463,Ford,2018,900000,19000,Diesel,Individual,Manual,1,23.0,1498.0,98.96,5.0
3464,Hyundai,2015,600000,40000,Diesel,Individual,Manual,1,22.54,1396.0,88.73,5.0
3465,Mahindra,2015,1100000,52269,Diesel,Individual,Manual,1,15.4,2179.0,120.0,7.0
3467,Maruti,2009,120000,140000,Petrol,Individual,Manual,1,,,,
3468,Maruti,2010,120000,170000,Petrol,Individual,Manual,2,,,,
3469,Hyundai,2009,229999,60000,Petrol,Individual,Manual,3,18.5,1197.0,80.0,5.0
3470,Honda,2017,570000,15780,Petrol,Individual,Manual,1,17.8,1198.0,86.7,5.0
3471,Hyundai,2014,575000,106000,Diesel,Individual,Manual,1,22.32,1582.0,126.32,5.0
